id,question,generated,reference,retrieved_context,answerable,rouge1,rouge2,rougeL,exact_match,bertscore_P,bertscore_R,bertscore_F1,faith_score,hallucinated,src_faith,src_halluc
174,What type of arch did the Normans invent?,unanswerable,unanswerable,"[Passage 1]
Delicate Arch

[Passage 2]
Delicate Arch

[Passage 3]
Delicate Arch

[Passage 4]
Delicate Arch

[Passage 5]
Delicate Arch",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.010283438488841057,True
175,What architecture type came after Norman in England?,Gothic,Early Gothic,"[Passage 1]
History of England

[Passage 2]
History of England

[Passage 3]
History of England

[Passage 4]
History of England

[Passage 5]
History of England",True,0.6666666666666666,0.0,0.6666666666666666,0,0.39623892,0.5280107,0.45273134,0.9479137063026428,False,0.006679283920675516,True
176,What architecture type came before Norman in England?,unanswerable,Anglo-Saxon,"[Passage 1]
History of England

[Passage 2]
History of England

[Passage 3]
History of England

[Passage 4]
History of England

[Passage 5]
History of England",True,0.0,0.0,0.0,0,0.40314406,0.45396268,0.42704684,0.0012391033815219998,True,0.0070216418243944645,True
177,What place had the Norman Arab architectural style?,unanswerable,Sicily,"[Passage 1]
Arabs

[Passage 2]
Arabs

[Passage 3]
Arabs

[Passage 4]
Arabs

[Passage 5]
Arabs",True,0.0,0.0,0.0,0,0.37253022,0.37290457,0.37271732,0.0028728621546179056,True,0.00775583740323782,True
178,What precedes the period of Anglo-Saxon architecture?,Ireland,unanswerable,"[Passage 1]
Anglo-Saxons

[Passage 2]
Anglo-Saxons

[Passage 3]
Anglo-Saxons

[Passage 4]
Anglo-Saxons

[Passage 5]
Anglo-Saxons",False,0.0,0.0,0.0,0,0.37411052,0.31309557,0.34089437,0.0013069360284134746,True,0.015961525961756706,True
179,What architecture type came after Early Gothic?,High Gothic,unanswerable,"[Passage 1]
Goths

[Passage 2]
Goths

[Passage 3]
Goths

[Passage 4]
Goths

[Passage 5]
Goths",False,0.0,0.0,0.0,0,0.44012982,0.30476284,0.36014643,0.016142839565873146,True,0.0043389149941504,True
180,"Who incorperated Islamic, LOmbard, and Byzantine building techniques in England?",unanswerable,unanswerable,"[Passage 1]
Tower of London

[Passage 2]
Tower of London

[Passage 3]
Tower of London

[Passage 4]
Tower of London

[Passage 5]
Tower of London",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.005136311054229736,True
181,When did the church reform begin?,unanswerable,early 11th century,"[Passage 1]
Reformation

[Passage 2]
Reformation

[Passage 3]
Reformation

[Passage 4]
Reformation

[Passage 5]
Reformation",True,0.0,0.0,0.0,0,0.3120438,0.43417463,0.36311483,0.006506053730845451,True,0.0025745409075170755,True
182,Who used the church to unify themselves?,Churches Uniting in Christ,dukes,"[Passage 1]
Churches Uniting in Christ

[Passage 2]
Churches Uniting in Christ

[Passage 3]
Churches Uniting in Christ

[Passage 4]
Churches Uniting in Christ

[Passage 5]
Churches Uniting in Christ",True,0.0,0.0,0.0,0,0.41203666,0.4268589,0.41931686,0.09204759448766708,True,0.9324845671653748,False
183,What kind of art did the Normans have a rich tradition of?,unanswerable,unanswerable,"[Passage 1]
Tradition

[Passage 2]
Tradition

[Passage 3]
Tradition

[Passage 4]
Tradition

[Passage 5]
Tradition",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.003204459324479103,True
184,Who began a program of church reform in the 1100s,unanswerable,unanswerable,"[Passage 1]
11th century

[Passage 2]
11th century

[Passage 3]
11th century

[Passage 4]
11th century

[Passage 5]
11th century",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.008511114865541458,True
185,Who was divided by the church?,unanswerable,unanswerable,"[Passage 1]
Sect

[Passage 2]
Sect

[Passage 3]
Sect

[Passage 4]
Sect

[Passage 5]
Sect",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.0022773456294089556,True
186,Who experienced aa golden age in the 1100s and 1200s,unanswerable,unanswerable,"[Passage 1]
11th century

[Passage 2]
11th century

[Passage 3]
11th century

[Passage 4]
11th century

[Passage 5]
11th century",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.008511114865541458,True
187,When were the French wars of religion?,unanswerable,16th century,"[Passage 1]
History of France

[Passage 2]
History of France

[Passage 3]
History of France

[Passage 4]
History of France

[Passage 5]
History of France",True,0.0,0.0,0.0,0,0.28378195,0.45694125,0.35012183,0.002441366435959935,True,0.004040954634547234,True
188,What wars did France fight in the 1600s?,unanswerable,unanswerable,"[Passage 1]
History of France

[Passage 2]
History of France

[Passage 3]
History of France

[Passage 4]
History of France

[Passage 5]
History of France",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.004040954634547234,True
189,What revolution was fought in the 1899's?,unanswerable,unanswerable,"[Passage 1]
Revolution

[Passage 2]
Revolution

[Passage 3]
Revolution

[Passage 4]
Revolution

[Passage 5]
Revolution",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.0017980342963710427,True
190,What kind of needlework was used in the creation of the Bayeux Tapestry?,embroidery,embroidery,"[Passage 1]
Embroidery

[Passage 2]
Embroidery

[Passage 3]
Embroidery

[Passage 4]
Embroidery

[Passage 5]
Embroidery",True,1.0,0.0,1.0,1,0.99999994,0.99999994,0.99999994,0.9758874773979187,False,0.8200200796127319,False
191,What is Norman art's most well known piece?,unanswerable,Bayeux Tapestry,"[Passage 1]
Art

[Passage 2]
Art

[Passage 3]
Art

[Passage 4]
Art

[Passage 5]
Art",True,0.0,0.0,0.0,0,0.37555647,0.4906462,0.4254555,0.002968398155644536,True,0.00919632613658905,True
192,Who commissioned the Tapestry?,unanswerable,Odo,"[Passage 1]
History painting

[Passage 2]
History painting

[Passage 3]
History painting

[Passage 4]
History painting

[Passage 5]
History painting",True,0.0,0.0,0.0,0,0.37402338,0.40477496,0.38879207,0.0270664244890213,True,0.0031915055587887764,True
193,What is the oldest work of Norman art?,unanswerable,unanswerable,"[Passage 1]
Art

[Passage 2]
Art

[Passage 3]
Art

[Passage 4]
Art

[Passage 5]
Art",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.00919632613658905,True
194,Who commissioned Danish vikings to create the Bayeux Tapestry?,unanswerable,unanswerable,"[Passage 1]
Vikings

[Passage 2]
Vikings

[Passage 3]
Vikings

[Passage 4]
Vikings

[Passage 5]
Vikings",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.007578291930258274,True
195,What is the most important type of Norman art preserved in churches?,unanswerable,mosaics,"[Passage 1]
Church of England

[Passage 2]
Church of England

[Passage 3]
Church of England

[Passage 4]
Church of England

[Passage 5]
Church of England",True,0.0,0.0,0.0,0,0.3783732,0.5132092,0.43559542,0.003910529427230358,True,0.007313254289329052,True
196,How has British art survived in Normandy?,unanswerable,unanswerable,"[Passage 1]
Normandy

[Passage 2]
Normandy

[Passage 3]
Normandy

[Passage 4]
Normandy

[Passage 5]
Normandy",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.006681795231997967,True
197,What is the most common form of Norman art in churches?,unanswerable,unanswerable,"[Passage 1]
Church of England

[Passage 2]
Church of England

[Passage 3]
Church of England

[Passage 4]
Church of England

[Passage 5]
Church of England",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.007313254289329052,True
198,What was a centre of ivorywork in the 1100s?,unanswerable,unanswerable,"[Passage 1]
11th century

[Passage 2]
11th century

[Passage 3]
11th century

[Passage 4]
11th century

[Passage 5]
11th century",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.008511114865541458,True
199,In what century did important classical music developments occur in Normandy?,18th century,11th,"[Passage 1]
Normandy

[Passage 2]
Normandy

[Passage 3]
Normandy

[Passage 4]
Normandy

[Passage 5]
Normandy",True,0.0,0.0,0.0,0,0.62290823,0.56870973,0.5945764,0.0005173616809770465,True,0.09346122294664383,True
200,Who were the two abbots at Fécamp Abbey?,unanswerable,William of Volpiano and John of Ravenna,"[Passage 1]
Abbot

[Passage 2]
Abbot

[Passage 3]
Abbot

[Passage 4]
Abbot

[Passage 5]
Abbot",True,0.0,0.0,0.0,0,0.28564852,0.3736034,0.32375866,0.00028974085580557585,True,0.006056902930140495,True
201,What developed in Normandy during the 1100s?,the Duchy of Normandy,unanswerable,"[Passage 1]
Normandy

[Passage 2]
Normandy

[Passage 3]
Normandy

[Passage 4]
Normandy

[Passage 5]
Normandy",False,0.0,0.0,0.0,0,0.4455106,0.3510648,0.39268872,0.01578141748905182,True,0.25340354442596436,True
202,What was Fecamp Abby the center of?,unanswerable,unanswerable,"[Passage 1]
The Center

[Passage 2]
The Center

[Passage 3]
The Center

[Passage 4]
The Center

[Passage 5]
Abigail",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.006768594030290842,True
203,Where did the monks flee to?,unanswerable,southern Italy,"[Passage 1]
Pilgrimage

[Passage 2]
Pilgrimage

[Passage 3]
Pilgrimage

[Passage 4]
Pilgrimage

[Passage 5]
Pilgrimage",True,0.0,0.0,0.0,0,0.34322745,0.3672299,0.35482323,0.006898663938045502,True,0.0014193108072504401,True
204,What monastery did the Saint-Evroul monks establish in Italy?,unanswerable,Latin monastery at Sant'Eufemia.,"[Passage 1]
Monasticism

[Passage 2]
Monasticism

[Passage 3]
Monasticism

[Passage 4]
Monasticism

[Passage 5]
Monasticism",True,0.0,0.0,0.0,0,0.3098048,0.4248039,0.35830313,0.00048491699271835387,True,0.005068647675216198,True
205,Who patronized the monks in Italy? ,unanswerable,Robert Guiscard,"[Passage 1]
Benedictines

[Passage 2]
Benedictines

[Passage 3]
Benedictines

[Passage 4]
Benedictines

[Passage 5]
Benedictines",True,0.0,0.0,0.0,0,0.33566368,0.47156742,0.39217535,0.0009218839113600552,True,0.009894377551972866,True
206,What tradition were the Saint-Evroul monks known for?,unanswerable,singing,"[Passage 1]
Monasticism

[Passage 2]
Monasticism

[Passage 3]
Monasticism

[Passage 4]
Monasticism

[Passage 5]
Monasticism",True,0.0,0.0,0.0,0,0.4086054,0.39776814,0.40311396,0.006909437943249941,True,0.005068647675216198,True
207,Who fled from southern Italy?,unanswerable,unanswerable,"[Passage 1]
Italy

[Passage 2]
Italy

[Passage 3]
Italy

[Passage 4]
Italy

[Passage 5]
Italy",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.007699454203248024,True
208,What branch of theoretical computer science deals with broadly classifying computational problems by difficulty and class of relationship?,complexity theory,Computational complexity theory,"[Passage 1]
Computer science

[Passage 2]
Computer science

[Passage 3]
Computer science

[Passage 4]
Computer science

[Passage 5]
Computer science",True,0.8,0.6666666666666666,0.8,0,0.8842136,0.7892804,0.8340543,0.4084036946296692,False,0.0003294455527793616,True
209,By what main attribute are computational problems classified utilizing computational complexity theory? ,main attribute,inherent difficulty,"[Passage 1]
Computational complexity

[Passage 2]
Computational complexity

[Passage 3]
Computational complexity

[Passage 4]
Computational complexity

[Passage 5]
Computational complexity",True,0.0,0.0,0.0,0,0.48885858,0.47046947,0.47948778,0.8580048680305481,False,0.05785052105784416,True
210,What is the term for a task that generally lends itself to being solved by a computer?,computation,computational problems,"[Passage 1]
Computing

[Passage 2]
Computing

[Passage 3]
Computing

[Passage 4]
Computing

[Passage 5]
Computing",True,0.6666666666666666,0.0,0.6666666666666666,0,0.7244086,0.71744907,0.72091204,0.8545284271240234,False,0.4735516905784607,False
211,What is computational complexity principle?,unanswerable,unanswerable,"[Passage 1]
Computational complexity

[Passage 2]
Computational complexity

[Passage 3]
Computational complexity

[Passage 4]
Computational complexity

[Passage 5]
Computational complexity",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.0009421533904969692,True
212,What branch of theoretical computer class deals with broadly classifying computational problems by difficulty and class of relationship?,class (computer programming),unanswerable,"[Passage 1]
Class (computer programming)

[Passage 2]
Class (computer programming)

[Passage 3]
Class (computer programming)

[Passage 4]
Class (computer programming)

[Passage 5]
Class (computer programming)",False,0.0,0.0,0.0,0,0.4050011,0.31673872,0.35547307,0.028579890727996826,True,0.9890605211257935,False
213,What is understood to be a task that is in principle not amendable to being solved by a computer?,unanswerable,unanswerable,"[Passage 1]
Computing

[Passage 2]
Computing

[Passage 3]
Computing

[Passage 4]
Computing

[Passage 5]
Computing",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.004374338313937187,True
214, What cannot be solved by mechanical application of mathematical steps?,unanswerable,unanswerable,"[Passage 1]
Mechanics

[Passage 2]
Mechanics

[Passage 3]
Mechanics

[Passage 4]
Mechanics

[Passage 5]
Mechanics",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.005468349903821945,True
215,What is a manual application of mathematical steps?,unanswerable,unanswerable,"[Passage 1]
Mathematical model

[Passage 2]
Mathematical model

[Passage 3]
Mathematical model

[Passage 4]
Mathematical model

[Passage 5]
Mathematical model",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.0013399820309132338,True
216,What measure of a computational problem broadly defines the inherent difficulty of the solution?,inherent difficulty of the solution,if its solution requires significant resources,"[Passage 1]
Computational complexity

[Passage 2]
Computational complexity

[Passage 3]
Computational complexity

[Passage 4]
Computational complexity

[Passage 5]
Computational complexity",True,0.1818181818181818,0.0,0.1818181818181818,0,0.6190907,0.6274132,0.6232242,0.0021535486448556185,True,0.17645952105522156,True
217,What method is used to intuitively assess or quantify the amount of resources required to solve a computational problem?,unanswerable,mathematical models of computation,"[Passage 1]
Computational complexity

[Passage 2]
Computational complexity

[Passage 3]
Computational complexity

[Passage 4]
Computational complexity

[Passage 5]
Computation",True,0.0,0.0,0.0,0,0.44213998,0.46818572,0.45479023,0.00030154449632391334,True,0.0008159957942552865,True
218,What are two basic primary resources used to guage complexity?,unanswerable,time and storage,"[Passage 1]
Complexity

[Passage 2]
Complexity

[Passage 3]
Complexity

[Passage 4]
Complexity

[Passage 5]
Complexity",True,0.0,0.0,0.0,0,0.34893376,0.36889294,0.35863584,0.00026746257208287716,True,0.0014574796659871936,True
219,What unit is measured to determine circuit complexity?,unanswerable,number of gates in a circuit,"[Passage 1]
Complexity

[Passage 2]
Complexity

[Passage 3]
Complexity

[Passage 4]
Complexity

[Passage 5]
Complexity",True,0.0,0.0,0.0,0,0.34200978,0.40889168,0.3724722,0.0010785479098558426,True,0.0014574796659871936,True
220,What practical role does defining the complexity of problems play in everyday computing?,unanswerable,determine the practical limits on what computers can and cannot do,"[Passage 1]
Computational complexity

[Passage 2]
Computational complexity

[Passage 3]
Computational complexity

[Passage 4]
Computational complexity

[Passage 5]
Computational complexity",True,0.0,0.0,0.0,0,0.38069457,0.39322418,0.38685793,0.00020108534954488277,True,0.0009421533904969692,True
221,What measure of computational problem broadly defines the inherent simplicity of the solution?,unanswerable,unanswerable,"[Passage 1]
Computational complexity

[Passage 2]
Computational complexity

[Passage 3]
Computational complexity

[Passage 4]
Computational complexity

[Passage 5]
Computational complexity",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.0009421533904969692,True
222,What method is not used to intuitively assess or quantify the amount of resources required to solve a computational problem??,unanswerable,unanswerable,"[Passage 1]
Computational complexity

[Passage 2]
Computational complexity

[Passage 3]
Computational complexity

[Passage 4]
Computational complexity

[Passage 5]
Computation",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.0008159957942552865,True
223,What are three basic primary resources used to gauge complexity?,unanswerable,unanswerable,"[Passage 1]
Complexity

[Passage 2]
Complexity

[Passage 3]
Complexity

[Passage 4]
Complexity

[Passage 5]
Complexity",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.0014574796659871936,True
224,What unit is measured to determine circuit simplicity?,unanswerable,unanswerable,"[Passage 1]
Measurement

[Passage 2]
Measurement

[Passage 3]
Measurement

[Passage 4]
Measurement

[Passage 5]
Measurement",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.004555120598524809,True
225,What number is used in perpendicular computing?,unanswerable,unanswerable,"[Passage 1]
Zero-based numbering

[Passage 2]
Zero-based numbering

[Passage 3]
Zero-based numbering

[Passage 4]
Zero-based numbering

[Passage 5]
Zero-based numbering",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.0014450845774263144,True
226,What two fields of theoretical computer science closely mirror computational complexity theory?,theoretical analysis of algorithms,analysis of algorithms and computability theory,"[Passage 1]
Computational complexity theory

[Passage 2]
Computational complexity theory

[Passage 3]
Computational complexity theory

[Passage 4]
Computational complexity theory

[Passage 5]
Computational complexity theory",True,0.6,0.5,0.6,0,0.83983135,0.77637863,0.80685943,0.9745734930038452,False,0.04411333426833153,True
227,What field of computer science analyzes the resource requirements of a specific algorithm isolated unto itself within a given problem?,unanswerable,analysis of algorithms,"[Passage 1]
Analysis of algorithms

[Passage 2]
Analysis of algorithms

[Passage 3]
Analysis of algorithms

[Passage 4]
Analysis of algorithms

[Passage 5]
Analysis of algorithms",True,0.0,0.0,0.0,0,0.37440926,0.51833874,0.43477178,0.00010841907351277769,True,0.0016014209249988198,True
228,What field of computer science analyzes all possible algorithms in aggregate to determine the resource requirements needed to solve to a given problem?  ,Theoretical Computer Science,computational complexity theory,"[Passage 1]
Computer science

[Passage 2]
Computer science

[Passage 3]
Computer science

[Passage 4]
Computer science

[Passage 5]
Computer science",True,0.3333333333333333,0.0,0.3333333333333333,0,0.74340624,0.74718165,0.74528915,0.7966963648796082,False,0.0031403563916683197,True
229,What field of computer science is primarily concerned with determining the likelihood of whether or not a problem can ultimately be solved using algorithms?,Theoretical Computer Science,computability theory,"[Passage 1]
Computer science

[Passage 2]
Computer science

[Passage 3]
Computer science

[Passage 4]
Computer science

[Passage 5]
Computer science",True,0.4,0.0,0.4,0,0.7007109,0.72740966,0.7138107,0.9376032948493958,False,0.0031403563916683197,True
230,What are two fields of theoretical computer science that closely mirror computational simplicity theory?,unanswerable,unanswerable,"[Passage 1]
Theory of computation

[Passage 2]
Theory of computation

[Passage 3]
Theory of computation

[Passage 4]
Theory of computation

[Passage 5]
Theory of computation",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.001445548958145082,True
231,What is not the key distinction between analysis of algorithms and computational complexity theory?,unanswerable,unanswerable,"[Passage 1]
Computational complexity

[Passage 2]
Computational complexity

[Passage 3]
Computational complexity

[Passage 4]
Computational complexity

[Passage 5]
Computational complexity",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.0009421533904969692,True
232,What is the process of analyzing the amount of resources needed by a particular algorithm to solve a hypothesis?,unanswerable,unanswerable,"[Passage 1]
Analysis of algorithms

[Passage 2]
Analysis of algorithms

[Passage 3]
Analysis of algorithms

[Passage 4]
Analysis of algorithms

[Passage 5]
Analysis of algorithms",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.0016014209249988198,True
233,What is the process that asks a more specific question about all possible algorithms that could not be used to solve the same problem?,unanswerable,unanswerable,"[Passage 1]
Search algorithm

[Passage 2]
Search algorithm

[Passage 3]
Search algorithm

[Passage 4]
Search algorithm

[Passage 5]
Search algorithm",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.0006108207162469625,True
234,What process classifies problems that can and cannot be solved with approximately unlimited resources?,BPP (complexity),unanswerable,"[Passage 1]
BPP (complexity)

[Passage 2]
BPP (complexity)

[Passage 3]
BPP (complexity)

[Passage 4]
BPP (complexity)

[Passage 5]
BPP (complexity)",False,0.0,0.0,0.0,0,0.5109635,0.383664,0.43825683,0.05300459265708923,True,0.9556798338890076,False
235,What is the name given to the input string of a computational problem?,input string,problem instance,"[Passage 1]
String (computer science)

[Passage 2]
String (computer science)

[Passage 3]
String (computer science)

[Passage 4]
String (computer science)

[Passage 5]
String (computer science)",True,0.0,0.0,0.0,0,0.5439214,0.5439214,0.5439214,0.0177223589271307,True,0.008836496621370316,True
236,"In computational complexity theory, what is the term given to describe the baseline abstract question needing to be solved? ",unanswerable,the problem,"[Passage 1]
Computational complexity theory

[Passage 2]
Computational complexity theory

[Passage 3]
Computational complexity theory

[Passage 4]
Computational complexity theory

[Passage 5]
Computational complexity theory",True,0.0,0.0,0.0,0,0.3543957,0.40909332,0.37978518,0.002543067093938589,True,0.0012006990145891905,True
237,Is a problem instance typically characterized as abstract or concrete?,concrete,concrete,"[Passage 1]
Abstraction

[Passage 2]
Abstraction

[Passage 3]
Abstraction

[Passage 4]
Abstraction

[Passage 5]
Abstraction",True,1.0,0.0,1.0,1,0.99999994,0.99999994,0.99999994,0.972480058670044,False,0.2531973123550415,True
238,What is another name for any given measure of input associated with a problem?,unanswerable,instances,"[Passage 1]
Measurement

[Passage 2]
Measurement

[Passage 3]
Measurement

[Passage 4]
Measurement

[Passage 5]
Measurement",True,0.0,0.0,0.0,0,0.32526448,0.37710866,0.3492732,0.0656229555606842,True,0.004555120598524809,True
239,What is the general term used to describe the output to any given input in a problem instance?,unanswerable,solution,"[Passage 1]
Generalization

[Passage 2]
Generalization

[Passage 3]
Generalization

[Passage 4]
Generalization

[Passage 5]
Generalization",True,0.0,0.0,0.0,0,0.45937353,0.5077348,0.48234499,8.136944961734116e-05,True,0.006140356417745352,True
240,What can be viewed as a limited collection of instances together with a solution for every instance?,Solution,unanswerable,"[Passage 1]
Solution

[Passage 2]
Solution

[Passage 3]
Solution

[Passage 4]
Solution

[Passage 5]
Solution",False,0.0,0.0,0.0,0,0.3495265,0.32363483,0.33608273,0.0003900984884239733,True,0.46686485409736633,False
241,What is the name given to the input string of a computational solution?,input string,unanswerable,"[Passage 1]
String (computer science)

[Passage 2]
String (computer science)

[Passage 3]
String (computer science)

[Passage 4]
String (computer science)

[Passage 5]
String (computer science)",False,0.0,0.0,0.0,0,0.42411983,0.40748036,0.41563362,0.011626262217760086,True,0.008836496621370316,True
242,What term refers to the concrete question to be solved?,unanswerable,unanswerable,"[Passage 1]
Concrete

[Passage 2]
Concrete

[Passage 3]
Concrete

[Passage 4]
Concrete

[Passage 5]
Concrete",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.005128063261508942,True
243,What is the output corresponding to the given question?,unanswerable,unanswerable,"[Passage 1]
Loaded question

[Passage 2]
Loaded question

[Passage 3]
Loaded question

[Passage 4]
Loaded question

[Passage 5]
Leading question",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.009836357086896896,True
244,What is a particular measure input associated with the a theory?,unanswerable,unanswerable,"[Passage 1]
Measurement

[Passage 2]
Measurement

[Passage 3]
Measurement

[Passage 4]
Measurement

[Passage 5]
Measurement",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.004555120598524809,True
245,By how many kilometers does the traveling salesman problem seek to classify a route between the 15 largest cities in Germany?,unanswerable,2000,"[Passage 1]
Travelling salesman problem

[Passage 2]
Travelling salesman problem

[Passage 3]
Travelling salesman problem

[Passage 4]
Travelling salesman problem

[Passage 5]
Travelling salesman problem",True,0.0,0.0,0.0,0,0.27075794,0.32282397,0.29450747,0.014404629357159138,True,0.0008775871829129755,True
246,What is one example of an instance that the quantitative answer to the traveling salesman problem fails to answer?,unanswerable,round trip through all sites in Milan,"[Passage 1]
Travelling salesman problem

[Passage 2]
Travelling salesman problem

[Passage 3]
Travelling salesman problem

[Passage 4]
Travelling salesman problem

[Passage 5]
Travelling salesman problem",True,0.0,0.0,0.0,0,0.34819636,0.32659978,0.33705246,0.0003552506968844682,True,0.0008775871829129755,True
247,What does computational complexity theory most specifically seek to answer? ,unanswerable,computational problems,"[Passage 1]
Computational complexity theory

[Passage 2]
Computational complexity theory

[Passage 3]
Computational complexity theory

[Passage 4]
Computational complexity theory

[Passage 5]
Computational complexity theory",True,0.0,0.0,0.0,0,0.44994798,0.5373891,0.48979652,0.0012746239081025124,True,0.0012006990145891905,True
248,How many miles does the traveling salesman problem seek to classify a route between the 15 smallest cities in Germany?,unanswerable,unanswerable,"[Passage 1]
Travelling salesman problem

[Passage 2]
Travelling salesman problem

[Passage 3]
Travelling salesman problem

[Passage 4]
Travelling salesman problem

[Passage 5]
Travelling salesman problem",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.0008775871829129755,True
249,What is the qualitative answer to this particular problem instance?,unanswerable,unanswerable,"[Passage 1]
Solution

[Passage 2]
Solution

[Passage 3]
Solution

[Passage 4]
Solution

[Passage 5]
Solution",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.0024628276005387306,True
250,What is one example of an instance that the qualitative answer to the traveling salesman fails to answer?,unanswerable,unanswerable,"[Passage 1]
Travelling salesman problem

[Passage 2]
Travelling salesman problem

[Passage 3]
Travelling salesman problem

[Passage 4]
Travelling salesman problem

[Passage 5]
Travelling salesman problem",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.0008775871829129755,True
251,What does computational simplicity theory most specifically seek to answer?,unanswerable,unanswerable,"[Passage 1]
Computational complexity

[Passage 2]
Computational complexity

[Passage 3]
Computational complexity

[Passage 4]
Computational complexity

[Passage 5]
Computational complexity",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.0009421533904969692,True
252,"In a computational problem, what can be described as a string over an alphabet?",a sequence of symbols from an alphabet,problem instance,"[Passage 1]
String (computer science)

[Passage 2]
String (computer science)

[Passage 3]
String (computer science)

[Passage 4]
String (computer science)

[Passage 5]
String (computer science)",True,0.0,0.0,0.0,0,0.46159172,0.3614127,0.40540516,0.8681290745735168,False,0.9680866003036499,False
253,What is the name of the alphabet is most commonly used in a problem instance?,unanswerable,binary alphabet,"[Passage 1]
Alphabet

[Passage 2]
Alphabet

[Passage 3]
Alphabet

[Passage 4]
Alphabet

[Passage 5]
Alphabet",True,0.0,0.0,0.0,0,0.3949473,0.40316182,0.39901227,0.001812167465686798,True,0.00969337671995163,True
254,What is another term for the string of a problem instance?,problem instance,bitstrings,"[Passage 1]
String (computer science)

[Passage 2]
String (computer science)

[Passage 3]
String (computer science)

[Passage 4]
String (computer science)

[Passage 5]
String (computer science)",True,0.0,0.0,0.0,0,0.45594192,0.45594192,0.45594192,0.148233100771904,True,0.013498897664248943,True
255,"In the encoding of mathematical objects, what is the way in which integers are commonly expressed?",commonly expressed,binary notation,"[Passage 1]
Integer (computer science)

[Passage 2]
Integer (computer science)

[Passage 3]
Integer (computer science)

[Passage 4]
Integer (computer science)

[Passage 5]
Integer (computer science)",True,0.0,0.0,0.0,0,0.54557276,0.45721662,0.49750215,0.07911581546068192,True,0.07145082205533981,True
256,What is one way in which graphs can be encoded? ,Run-length encoding,adjacency matrices,"[Passage 1]
Run-length encoding

[Passage 2]
Run-length encoding

[Passage 3]
Run-length encoding

[Passage 4]
Run-length encoding

[Passage 5]
Run-length encoding",True,0.0,0.0,0.0,0,0.62088495,0.6460667,0.6332256,0.00045427013537846506,True,0.8624441623687744,False
257,What is a string over a Greek number when considering a computational problem?,unanswerable,unanswerable,"[Passage 1]
String (computer science)

[Passage 2]
String (computer science)

[Passage 3]
String (computer science)

[Passage 4]
String (computer science)

[Passage 5]
String (computer science)",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.009872854687273502,True
258,What is the name of the alphabet that is rarely used in a problem instance?,unanswerable,unanswerable,"[Passage 1]
Alphabet

[Passage 2]
Alphabet

[Passage 3]
Alphabet

[Passage 4]
Alphabet

[Passage 5]
Alphabet",False,1.0,0.0,1.0,1,1.0,1.0,1.0,0.9859851598739624,False,0.00969337671995163,True
